league,season,population,team,dimension,category,unit,source,off_n,off_freq,off_ppp,off_ppp_pctl,def_n,def_ppp,def_ppp_pctl
nba,2026,national,GS,context,second_chance,possession,espn_derived,1243,0.14689198770976128,1.1552695092518102,86,1230,1.1634146341463414,83
nba,2026,national,GS,context,transition,possession,espn_derived,1010,0.11935712597494683,1.4465346534653465,24,1181,1.443691786621507,10
nba,2026,national,GS,creation,assisted,made_fg,espn_derived,2419,0.7038114634855979,2.4811905746176106,86,2274,2.4124890061565525,34
nba,2026,national,GS,creation,unassisted,made_fg,espn_derived,1018,0.2961885365144021,2.149312377210216,69,1284,2.11993769470405,31
nba,2026,national,GS,shot_zone,above_break_3,attempt,espn_derived,2618,0.36462395543175485,1.0909090909090908,24,2173,1.1099861942015647,48
nba,2026,national,GS,shot_zone,at_rim,attempt,espn_derived,1678,0.23370473537604458,1.5220500595947557,79,1656,1.5036231884057971,62
nba,2026,national,GS,shot_zone,corner_3,attempt,espn_derived,888,0.12367688022284122,1.2297297297297298,62,654,1.3211009174311927,97
nba,2026,national,GS,shot_zone,mid_range,attempt,espn_derived,860,0.11977715877437325,0.6209302325581395,21,1108,0.723826714801444,86
nba,2026,national,GS,shot_zone,paint,attempt,espn_derived,1136,0.15821727019498608,1.0158450704225352,66,1555,1.0546623794212218,86
nba,2026,national,HOU,ball_security,dead_ball_to,possession,espn_derived,499,0.057868491244346516,0.004008016032064128,28,402,0.0024875621890547263,93
nba,2026,national,HOU,ball_security,live_ball_to,possession,espn_derived,842,0.09764583091731416,0.0035629453681710215,10,809,0.0012360939431396785,45
nba,2026,national,HOU,ball_security,no_turnover,possession,espn_derived,7282,0.8444856778383393,1.3705026091733041,10,7419,1.2930314058498449,45
nba,2026,national,HOU,context,halfcourt,possession,espn_derived,6130,0.7108894816189262,1.101141924959217,76,6153,1.0399804973183813,7
nba,2026,national,HOU,context,second_chance,possession,espn_derived,1544,0.1790560129885191,1.1101036269430051,55,1360,1.124264705882353,62
nba,2026,national,HOU,context,transition,possession,espn_derived,949,0.11005450539255479,1.6027397260273972,100,1117,1.4923903312444047,52
nba,2026,national,HOU,creation,assisted,made_fg,espn_derived,2207,0.5910551687198714,2.3901223380154057,28,2150,2.415348837209302,41
nba,2026,national,HOU,creation,unassisted,made_fg,espn_derived,1527,0.40894483128012854,2.0910281597904388,14,1386,2.1298701298701297,55
nba,2026,national,HOU,shot_zone,above_break_3,attempt,espn_derived,1850,0.24445031712473572,1.1367567567567567,72,2239,1.1094238499330058,41
nba,2026,national,HOU,shot_zone,at_rim,attempt,espn_derived,1867,0.24669661733615222,1.4472415640064273,14,1740,1.5011494252873563,59
nba,2026,national,HOU,shot_zone,corner_3,attempt,espn_derived,773,0.10214059196617337,1.1604139715394566,17,582,1.2628865979381443,79
nba,2026,national,HOU,shot_zone,mid_range,attempt,espn_derived,1440,0.19027484143763213,0.7152777777777778,76,1237,0.6548100242522231,3
nba,2026,national,HOU,shot_zone,paint,attempt,espn_derived,1638,0.21643763213530656,1.0598290598290598,83,1476,1.018970189701897,62
nba,2026,national,IND,ball_security,dead_ball_to,possession,espn_derived,479,0.05703738985472732,0,38,461,0,59
nba,2026,national,IND,ball_security,live_ball_to,possession,espn_derived,708,0.0843057870921648,0,72,648,0.0015432098765432098,90
nba,2026,national,IND,ball_security,no_turnover,possession,espn_derived,7211,0.8586568230531079,1.273471085841076,59,7290,1.3493827160493828,31
nba,2026,national,IND,context,halfcourt,possession,espn_derived,6124,0.7292212431531317,1.0462116263879817,24,6005,1.1179017485428808,86
nba,2026,national,IND,context,second_chance,possession,espn_derived,1129,0.13443677065968088,1.0407440212577501,3,1241,1.128928283642224,66
nba,2026,national,IND,context,transition,possession,espn_derived,1145,0.13634198618718743,1.3982532751091703,0,1153,1.495229835212489,55
nba,2026,national,IND,creation,assisted,made_fg,espn_derived,2269,0.6781231320980275,2.4385191714411634,59,2167,2.3816335948315643,3
nba,2026,national,IND,creation,unassisted,made_fg,espn_derived,1077,0.3218768679019725,2.094707520891365,17,1463,2.1134654818865344,17
nba,2026,national,IND,shot_zone,above_break_3,attempt,espn_derived,2251,0.3212043378995434,1.1155042203465126,41,1997,1.0906359539308963,21
nba,2026,national,IND,shot_zone,at_rim,attempt,espn_derived,1684,0.24029680365296804,1.4501187648456058,17,2002,1.4955044955044956,55
nba,2026,national,IND,shot_zone,corner_3,attempt,espn_derived,660,0.09417808219178082,1.1818181818181819,28,625,1.2816,93
