season,athlete_id,player,team,position,headshot_url,games_played,games_started,minutes_total,mpg,pts_total,ppg,pts_per_36,reb_total,rpg,reb_per_36,oreb_total,oreb_pg,oreb_per_36,dreb_total,dreb_pg,dreb_per_36,ast_total,apg,ast_per_36,stl_total,spg,stl_per_36,blk_total,bpg,blk_per_36,tov_total,tovpg,tov_per_36,fg_pct,fg3_pct,threepar,ft_pct,fta_rate,efg_pct,ts_pct,usage,ast_pct,tov_pct,oreb_pct,dreb_pct,usage_pctile_pos,ts_pctile_pos,efg_pctile_pos,ast_pctile_pos,stl_pctile_pos,tov_pctile_pos,oreb_pctile_pos,dreb_pctile_pos,fg3_pctile_pos,ft_pctile_pos,threepar_pctile_pos,fta_rate_pctile_pos,usage_pos_avg,ts_pos_avg,efg_pos_avg,ast_pos_avg,stl_pos_avg,tov_pos_avg,oreb_pos_avg,dreb_pos_avg,fg3_pos_avg,ft_pos_avg,threepar_pos_avg,fta_rate_pos_avg,usage_pos_avg_pctile,ts_pos_avg_pctile,efg_pos_avg_pctile,ast_pos_avg_pctile,stl_pos_avg_pctile,tov_pos_avg_pctile,oreb_pos_avg_pctile,dreb_pos_avg_pctile,fg3_pos_avg_pctile,ft_pos_avg_pctile,threepar_pos_avg_pctile,fta_rate_pos_avg_pctile
2026,4898898,Gianna Kneepkens,Sun,G,https://a.espncdn.com/i/headshots/wnba/players/full/4898898.png,11,4,106,9.64,38,3.45,12.91,17,1.55,5.77,8,0.73,2.72,9,0.82,3.06,5,0.45,1.7,2,0.18,0.68,0,0,0,2,0.18,0.68,0.42,0.21,0.42,1,0.21,0.47,0.53,0.16,0.08,0.05,0.09,0.11,0.09,0.35,0.4,0.16,0.04,0.01,0.98,0.51,0.11,1,0.57,0.27,0.22,0.55,0.49,0.2,0.92,0.15,0.03,0.11,0.33,0.83,0.42,0.31,0.54,0.48,0.5,0.54,0.55,0.55,0.54,0.51,0.57,0.42,0.57,0.52
2026,4899328,Kaitlyn Chen,Valkyries,G,https://a.espncdn.com/i/headshots/wnba/players/full/4899328.png,10,0,154,15.4,71,7.1,16.6,16,1.6,3.74,5,0.5,1.17,11,1.1,2.57,20,2,4.68,1,0.1,0.23,0,0,0,7,0.7,1.64,0.49,0.62,0.25,0.85,0.25,0.57,0.6,0.19,0.23,0.11,0.04,0.09,0.36,0.77,0.83,0.61,0.03,0.25,0.68,0.34,1,0.65,0.06,0.32,0.22,0.55,0.49,0.2,0.92,0.15,0.03,0.11,0.33,0.83,0.42,0.31,0.54,0.48,0.5,0.54,0.55,0.55,0.54,0.51,0.57,0.42,0.57,0.52
2026,5017721,Sika Kone,Dream,F,https://a.espncdn.com/i/headshots/wnba/players/full/5017721.png,9,0,35,3.89,9,1,9.26,7,0.78,7.2,1,0.11,1.03,6,0.67,6.17,0,0,0,0,0,0,0,0,0,2,0.22,2.06,0.25,0.2,0.42,1,0.17,0.29,0.35,0.18,0,0.13,0.03,0.21,0.41,0.01,0.01,0.02,0.02,0.5,0.16,0.72,0.23,0.99,0.63,0.18,0.2,0.55,0.51,0.12,0.87,0.15,0.08,0.18,0.33,0.74,0.33,0.33,0.52,0.5,0.52,0.65,0.5,0.59,0.6,0.53,0.43,0.47,0.45,0.52
2026,5017726,Jade Melbourne,Storm,G,https://a.espncdn.com/i/headshots/wnba/players/full/5017726.png,11,7,260,23.64,105,9.55,14.54,25,2.27,3.46,4,0.36,0.55,21,1.91,2.91,41,3.73,5.68,11,1,1.52,3,0.27,0.42,21,1.91,2.91,0.46,0.37,0.28,0.8,0.66,0.51,0.6,0.19,0.3,0.19,0.02,0.09,0.41,0.74,0.57,0.8,0.66,0.79,0.38,0.39,0.66,0.29,0.19,0.99,0.22,0.55,0.49,0.2,0.92,0.15,0.03,0.11,0.33,0.83,0.42,0.31,0.54,0.48,0.5,0.54,0.55,0.55,0.54,0.51,0.57,0.42,0.57,0.52
2026,5105406,Frieda Buhner,Fire,F,https://a.espncdn.com/i/headshots/wnba/players/full/5105406.png,8,0,99,12.38,37,4.62,13.45,9,1.12,3.27,4,0.5,1.45,5,0.62,1.82,2,0.25,0.73,1,0.12,0.36,0,0,0,6,0.75,2.18,0.55,0.27,0.5,1,0.45,0.61,0.7,0.15,0.03,0.19,0.05,0.07,0.17,0.96,0.85,0.06,0.03,0.74,0.43,0.07,0.29,1,0.78,0.79,0.2,0.55,0.51,0.12,0.87,0.15,0.08,0.18,0.33,0.74,0.33,0.33,0.52,0.5,0.52,0.65,0.5,0.59,0.6,0.53,0.43,0.47,0.45,0.52
2026,5105729,Chance Gray,Sparks,G,https://a.espncdn.com/i/headshots/wnba/players/full/5105729.png,8,0,94,11.75,21,2.62,8.04,11,1.38,4.21,3,0.38,1.15,8,1,3.06,4,0.5,1.53,1,0.12,0.38,0,0,0,3,0.38,1.15,0.36,0.27,0.68,1,0.05,0.45,0.47,0.12,0.06,0.12,0.04,0.11,0.02,0.24,0.35,0.03,0.04,0.34,0.85,0.51,0.24,1,0.92,0.01,0.22,0.55,0.49,0.2,0.92,0.15,0.03,0.11,0.33,0.83,0.42,0.31,0.54,0.48,0.5,0.54,0.55,0.55,0.54,0.51,0.57,0.42,0.57,0.52
2026,5105731,Grace VanSlooten,Fever,F,https://a.espncdn.com/i/headshots/wnba/players/full/5105731.png,6,0,55,9.17,19,3.17,12.44,6,1,3.93,1,0.17,0.65,5,0.83,3.27,3,0.5,1.96,4,0.67,2.62,3,0.5,1.96,1,0.17,0.65,0.67,0.67,0.33,0.62,0.89,0.78,0.76,0.11,0.08,0.07,0.02,0.12,0.03,0.99,0.99,0.31,0.37,0.08,0.07,0.13,1,0.19,0.49,1,0.2,0.55,0.51,0.12,0.87,0.15,0.08,0.18,0.33,0.74,0.33,0.33,0.52,0.5,0.52,0.65,0.5,0.59,0.6,0.53,0.43,0.47,0.45,0.52
2026,5105732,Raegan Beers,Sun,F,https://a.espncdn.com/i/headshots/wnba/players/full/5105732.png,9,0,120,13.33,39,4.33,11.7,37,4.11,11.1,13,1.44,3.9,24,2.67,7.2,9,1,2.7,5,0.56,1.5,0,0,0,8,0.89,2.4,0.53,0.5,0.07,0.5,0.4,0.55,0.55,0.16,0.13,0.18,0.12,0.26,0.2,0.49,0.63,0.7,0.26,0.73,0.81,0.86,0.97,0.07,0.18,0.69,0.2,0.55,0.51,0.12,0.87,0.15,0.08,0.18,0.33,0.74,0.33,0.33,0.52,0.5,0.52,0.65,0.5,0.59,0.6,0.53,0.43,0.47,0.45,0.52
2026,5105737,Lauren Betts,Mystics,C,https://a.espncdn.com/i/headshots/wnba/players/full/5105737.png,8,0,108,13.5,44,5.5,14.67,23,2.88,7.67,8,1,2.67,15,1.88,5,2,0.25,0.67,1,0.12,0.33,3,0.38,1,3,0.38,1,0.46,NA,0,0.77,0.35,0.46,0.51,0.19,0.03,0.07,0.09,0.16,0.32,0.24,0.21,0.05,0.09,0.07,0.74,0.28,NA,0.56,0.18,0.34,0.22,0.57,0.52,0.12,0.67,0.14,0.08,0.22,0.35,0.73,0.22,0.38,0.61,0.44,0.53,0.55,0.5,0.5,0.53,0.49,0.3,0.35,0.58,0.62
2026,5105740,Indya Nivar,Dream,G,https://a.espncdn.com/i/headshots/wnba/players/full/5105740.png,8,0,29,3.62,10,1.25,12.41,13,1.62,16.14,3,0.38,3.72,10,1.25,12.41,5,0.62,6.21,3,0.38,3.72,2,0.25,2.48,1,0.12,1.24,0.4,0.5,0.2,0.12,0.8,0.45,0.37,0.22,0.29,0.07,0.12,0.43,0.52,0.01,0.33,0.78,0.11,0.03,1,1,0.98,0.01,0.02,1,0.22,0.55,0.49,0.2,0.92,0.15,0.03,0.11,0.33,0.83,0.42,0.31,0.54,0.48,0.5,0.54,0.55,0.55,0.54,0.51,0.57,0.42,0.57,0.52
2026,5106170,Ndjakalenga Mwenentanda,Valkyries,G,https://a.espncdn.com/i/headshots/wnba/players/full/5106170.png,5,0,13,2.6,0,0,0,2,0.4,5.54,1,0.2,2.77,1,0.2,2.77,2,0.4,5.54,0,0,0,0,0,0,1,0.2,2.77,0,0,1,NA,0,0,0,0.07,0.21,0.5,0.08,0.09,0,0,0,0.55,0.01,1,0.97,0.41,0.01,NA,1,0.01,0.22,0.55,0.49,0.2,0.92,0.15,0.03,0.11,0.33,0.83,0.42,0.31,0.54,0.48,0.5,0.54,0.55,0.55,0.54,0.51,0.57,0.42,0.57,0.52
2026,5106222,Taina Mair,Storm,G,https://a.espncdn.com/i/headshots/wnba/players/full/5106222.png,1,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,12,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0.15,0.52,0,0,0,0.07,0,0,0.99,0.01,0,0.05,0,NA,NA,0,0.01,0.22,0.55,0.49,0.2,0.92,0.15,0.03,0.11,0.33,0.83,0.42,0.31,0.54,0.48,0.5,0.54,0.55,0.55,0.54,0.51,0.57,0.42,0.57,0.52
2026,5106232,Ashlon Jackson,Sun,G,https://a.espncdn.com/i/headshots/wnba/players/full/5106232.png,4,0,55,13.75,10,2.5,6.55,5,1.25,3.27,0,0,0,5,1.25,3.27,5,1.25,3.27,6,1.5,3.93,0,0,0,3,0.75,1.96,0.44,0.29,0.78,0,0.22,0.56,0.51,0.1,0.15,0.23,0,0.12,0,0.31,0.78,0.35,0.9,0.93,0.06,0.55,0.28,0,0.98,0.27,0.22,0.55,0.49,0.2,0.92,0.15,0.03,0.11,0.33,0.83,0.42,0.31,0.54,0.48,0.5,0.54,0.55,0.55,0.54,0.51,0.57,0.42,0.57,0.52
2026,5107404,Quionche Carter,Mercury,G,https://a.espncdn.com/i/headshots/wnba/players/full/5107404.png,3,0,28,9.33,8,2.67,10.29,2,0.67,2.57,0,0,0,2,0.67,2.57,3,1,3.86,1,0.33,1.29,0,0,0,0,0,0,0.33,0,0.33,0.8,0.83,0.33,0.49,0.13,0.18,0,0,0.09,0.03,0.29,0.04,0.51,0.1,0,0.06,0.36,0.01,0.29,0.3,1,0.22,0.55,0.49,0.2,0.92,0.15,0.03,0.11,0.33,0.83,0.42,0.31,0.54,0.48,0.5,0.54,0.55,0.55,0.54,0.51,0.57,0.42,0.57,0.52
2026,5108051,Jordan Harrison,Fire,G,https://a.espncdn.com/i/headshots/wnba/players/full/5108051.png,1,0,11,11,4,4,13.09,0,0,0,0,0,0,0,0,0,4,4,13.09,0,0,0,0,0,0,2,2,6.55,0.33,NA,0,NA,0,0.33,0.33,0.33,0.65,0.25,0,0,0.99,0.01,0.04,1,0.01,0.95,0.06,0,NA,NA,0,0.01,0.22,0.55,0.49,0.2,0.92,0.15,0.03,0.11,0.33,0.83,0.42,0.31,0.54,0.48,0.5,0.54,0.55,0.55,0.54,0.51,0.57,0.42,0.57,0.52
2026,5108550,Serah Williams,Fire,C,https://a.espncdn.com/i/headshots/wnba/players/full/5108550.png,9,0,106,11.78,30,3.33,10.19,25,2.78,8.49,7,0.78,2.38,18,2,6.11,4,0.44,1.36,5,0.56,1.7,4,0.44,1.36,3,0.33,1.02,0.4,0.5,0.08,0.47,0.76,0.42,0.45,0.16,0.06,0.08,0.09,0.23,0.09,0.14,0.09,0.16,0.48,0.18,0.58,0.57,0.93,0.1,0.32,0.97,0.22,0.57,0.52,0.12,0.67,0.14,0.08,0.22,0.35,0.73,0.22,0.38,0.61,0.44,0.53,0.55,0.5,0.5,0.53,0.49,0.3,0.35,0.58,0.62
2026,5108587,Madina Okot,Dream,C,https://a.espncdn.com/i/headshots/wnba/players/full/5108587.png,9,0,80,8.89,40,4.44,18,33,3.67,14.85,8,0.89,3.6,25,2.78,11.25,2,0.22,0.9,2,0.22,0.9,3,0.33,1.35,13,1.44,5.85,0.57,0,0.1,0.6,0.33,0.57,0.58,0.26,0.05,0.27,0.12,0.39,0.67,0.54,0.76,0.09,0.13,0.98,0.89,1,0.02,0.18,0.34,0.31,0.22,0.57,0.52,0.12,0.67,0.14,0.08,0.22,0.35,0.73,0.22,0.38,0.61,0.44,0.53,0.55,0.5,0.5,0.53,0.49,0.3,0.35,0.58,0.62
2026,5122345,Cassandre Prosper,Mystics,G,https://a.espncdn.com/i/headshots/wnba/players/full/5122345.png,8,2,155,19.38,34,4.25,7.9,14,1.75,3.25,8,1,1.86,6,0.75,1.39,7,0.88,1.63,4,0.5,0.93,1,0.12,0.23,10,1.25,2.32,0.34,0.2,0.34,0.33,0.07,0.38,0.38,0.16,0.07,0.18,0.07,0.04,0.1,0.04,0.13,0.08,0.25,0.75,0.96,0.05,0.06,0.01,0.33,0.09,0.22,0.55,0.49,0.2,0.92,0.15,0.03,0.11,0.33,0.83,0.42,0.31,0.54,0.48,0.5,0.54,0.55,0.55,0.54,0.51,0.57,0.42,0.57,0.52
2026,5208981,Leila Lacan,Sun,G,https://a.espncdn.com/i/headshots/wnba/players/full/5208981.png,2,2,49,24.5,23,11.5,16.9,4,2,2.94,2,1,1.47,2,1,1.47,8,4,5.88,2,1,1.47,0,0,0,5,2.5,3.67,0.33,0.17,0.44,0.38,0.3,0.37,0.38,0.32,0.32,0.14,0.05,0.05,0.96,0.04,0.09,0.9,0.66,0.46,0.89,0.09,0.04,0.01,0.63,0.47,0.22,0.55,0.49,0.2,0.92,0.15,0.03,0.11,0.33,0.83,0.42,0.31,0.54,0.48,0.5,0.54,0.55,0.55,0.54,0.51,0.57,0.42,0.57,0.52
2026,5208982,Carla Leite,Fire,G,https://a.espncdn.com/i/headshots/wnba/players/full/5208982.png,9,8,211,23.44,137,15.22,23.37,14,1.56,2.39,3,0.33,0.51,11,1.22,1.88,47,5.22,8.02,4,0.44,0.68,0,0,0,31,3.44,5.29,0.47,0.36,0.16,0.96,0.64,0.5,0.63,0.3,0.4,0.22,0.02,0.07,0.91,0.84,0.56,0.97,0.18,0.92,0.42,0.18,0.63,0.95,0.02,0.98,0.22,0.55,0.49,0.2,0.92,0.15,0.03,0.11,0.33,0.83,0.42,0.31,0.54,0.48,0.5,0.54,0.55,0.55,0.54,0.51,0.57,0.42,0.57,0.52
2026,5208983,Isobel Borlase,Dream,G,https://a.espncdn.com/i/headshots/wnba/players/full/5208983.png,9,0,64,7.11,20,2.22,11.25,8,0.89,4.5,2,0.22,1.12,6,0.67,3.38,6,0.67,3.38,0,0,0,1,0.11,0.56,1,0.11,0.56,0.47,0.29,0.37,NA,0,0.53,0.53,0.14,0.16,0.05,0.04,0.12,0.04,0.35,0.62,0.47,0.01,0.01,0.74,0.56,0.28,NA,0.43,0.01,0.22,0.55,0.49,0.2,0.92,0.15,0.03,0.11,0.33,0.83,0.42,0.31,0.54,0.48,0.5,0.54,0.55,0.55,0.54,0.51,0.57,0.42,0.57,0.52
2026,5209202,Nyadiew Puoch,Fire,F,https://a.espncdn.com/i/headshots/wnba/players/full/5209202.png,11,11,219,19.91,44,4,7.23,22,2,3.62,12,1.09,1.97,10,0.91,1.64,9,0.82,1.48,9,0.82,1.48,1,0.09,0.16,11,1,1.81,0.34,0.18,0.42,0.5,0.15,0.38,0.39,0.14,0.06,0.16,0.07,0.06,0.16,0.05,0.13,0.14,0.5,0.67,0.59,0.06,0.16,0.08,0.63,0.18,0.2,0.55,0.51,0.12,0.87,0.15,0.08,0.18,0.33,0.74,0.33,0.33,0.52,0.5,0.52,0.65,0.5,0.59,0.6,0.53,0.43,0.47,0.45,0.52
2026,5220150,Dominique Malonga,Storm,C,https://a.espncdn.com/i/headshots/wnba/players/full/5220150.png,3,3,81,27,48,16,21.33,22,7.33,9.78,5,1.67,2.22,17,5.67,7.56,1,0.33,0.44,3,1,1.33,6,2,2.67,6,2,2.67,0.48,0.4,0.12,0.53,0.38,0.5,0.52,0.3,0.03,0.11,0.07,0.24,0.87,0.28,0.45,0.02,0.88,0.31,0.52,0.59,0.77,0.15,0.52,0.61,0.22,0.57,0.52,0.12,0.67,0.14,0.08,0.22,0.35,0.73,0.22,0.38,0.61,0.44,0.53,0.55,0.5,0.5,0.53,0.49,0.3,0.35,0.58,0.62
2026,5274110,Monique Akoa Makani,Mercury,G,https://a.espncdn.com/i/headshots/wnba/players/full/5274110.png,4,4,100,25,44,11,15.84,11,2.75,3.96,1,0.25,0.36,10,2.5,3.6,14,3.5,5.04,7,1.75,2.52,0,0,0,9,2.25,3.24,0.41,0.4,0.56,0.84,0.7,0.52,0.62,0.2,0.25,0.2,0.01,0.13,0.44,0.78,0.61,0.66,0.92,0.84,0.27,0.67,0.77,0.58,0.8,1,0.22,0.55,0.49,0.2,0.92,0.15,0.03,0.11,0.33,0.83,0.42,0.31,0.54,0.48,0.5,0.54,0.55,0.55,0.54,0.51,0.57,0.42,0.57,0.52
2026,5277552,Juste Jocyte,Valkyries,G,https://a.espncdn.com/i/headshots/wnba/players/full/5277552.png,5,0,46,9.2,21,4.2,16.43,3,0.6,2.35,0,0,0,3,0.6,2.35,6,1.2,4.7,0,0,0,1,0.2,0.78,5,1,3.91,0.35,0.45,0.55,1,0.1,0.48,0.5,0.25,0.23,0.19,0,0.08,0.66,0.31,0.42,0.6,0.02,0.79,0.06,0.23,0.9,1,0.8,0.12,0.22,0.55,0.49,0.2,0.92,0.15,0.03,0.11,0.33,0.83,0.42,0.31,0.54,0.48,0.5,0.54,0.55,0.55,0.54,0.51,0.57,0.42,0.57,0.52
2026,5278157,Alex Wilson,Mystics,G,https://a.espncdn.com/i/headshots/wnba/players/full/5278157.png,4,0,58,14.5,12,3,7.45,7,1.75,4.34,5,1.25,3.1,2,0.5,1.24,3,0.75,1.86,0,0,0,1,0.25,0.62,2,0.5,1.24,0.27,0.18,0.73,0.67,0.2,0.33,0.37,0.14,0.08,0.11,0.11,0.04,0.05,0.01,0.04,0.11,0.02,0.28,1,0.04,0.05,0.05,0.95,0.24,0.22,0.55,0.49,0.2,0.92,0.15,0.03,0.11,0.33,0.83,0.42,0.31,0.54,0.48,0.5,0.54,0.55,0.55,0.54,0.51,0.57,0.42,0.57,0.52
2026,5278237,Anastasiia Olairi Kosu,Lynx,F,https://a.espncdn.com/i/headshots/wnba/players/full/5278237.png,9,0,83,9.22,39,4.33,16.92,19,2.11,8.24,10,1.11,4.34,9,1,3.9,4,0.44,1.73,5,0.56,2.17,5,0.56,2.17,3,0.33,1.3,0.58,NA,0,0.9,0.38,0.58,0.64,0.18,0.07,0.09,0.16,0.11,0.36,0.87,0.78,0.23,0.27,0.12,0.93,0.12,NA,0.83,0.05,0.66,0.2,0.55,0.51,0.12,0.87,0.15,0.08,0.18,0.33,0.74,0.33,0.33,0.52,0.5,0.52,0.65,0.5,0.59,0.6,0.53,0.43,0.47,0.45,0.52
2026,5345319,Nell Angloma,Sun,F,https://a.espncdn.com/i/headshots/wnba/players/full/5345319.png,8,0,99,12.38,39,4.88,14.18,12,1.5,4.36,4,0.5,1.45,8,1,2.91,2,0.25,0.73,6,0.75,2.18,2,0.25,0.73,6,0.75,2.18,0.5,0.33,0.11,0.62,0.57,0.52,0.56,0.18,0.04,0.15,0.05,0.1,0.39,0.51,0.53,0.07,0.4,0.54,0.31,0.11,0.45,0.21,0.2,0.89,0.2,0.55,0.51,0.12,0.87,0.15,0.08,0.18,0.33,0.74,0.33,0.33,0.52,0.5,0.52,0.65,0.5,0.59,0.6,0.53,0.43,0.47,0.45,0.52
2026,5345320,Pauline Astier,Liberty,G,https://a.espncdn.com/i/headshots/wnba/players/full/5345320.png,10,9,264,26.4,118,11.8,16.09,33,3.3,4.5,7,0.7,0.95,26,2.6,3.55,37,3.7,5.05,7,0.7,0.95,3,0.3,0.41,16,1.6,2.18,0.59,0.5,0.26,0.72,0.33,0.66,0.68,0.18,0.25,0.16,0.04,0.11,0.26,0.96,0.95,0.68,0.39,0.6,0.71,0.53,0.98,0.11,0.16,0.6,0.22,0.55,0.49,0.2,0.92,0.15,0.03,0.11,0.33,0.83,0.42,0.31,0.54,0.48,0.5,0.54,0.55,0.55,0.54,0.51,0.57,0.42,0.57,0.52
2026,5345322,Emma Cechova,Lynx,F,https://a.espncdn.com/i/headshots/wnba/players/full/5345322.png,3,0,52,17.33,25,8.33,17.31,11,3.67,7.62,4,1.33,2.77,7,2.33,4.85,0,0,0,1,0.33,0.69,2,0.67,1.38,4,1.33,2.77,0.62,0,0.06,0.62,0.5,0.62,0.64,0.2,0,0.17,0.1,0.14,0.49,0.86,0.92,0.02,0.13,0.69,0.68,0.23,0.02,0.22,0.17,0.82,0.2,0.55,0.51,0.12,0.87,0.15,0.08,0.18,0.33,0.74,0.33,0.33,0.52,0.5,0.52,0.65,0.5,0.59,0.6,0.53,0.43,0.47,0.45,0.52
2026,5345325,Awa Fam,Storm,C,https://a.espncdn.com/i/headshots/wnba/players/full/5345325.png,5,1,125,25,49,9.8,14.11,25,5,7.2,9,1.8,2.59,16,3.2,4.61,3,0.6,0.86,6,1.2,1.73,3,0.6,0.86,9,1.8,2.59,0.45,0,0.18,0.71,0.14,0.45,0.47,0.22,0.05,0.15,0.09,0.15,0.63,0.18,0.18,0.12,0.92,0.62,0.56,0.17,0.06,0.29,0.56,0.16,0.22,0.57,0.52,0.12,0.67,0.14,0.08,0.22,0.35,0.73,0.22,0.38,0.61,0.44,0.53,0.55,0.5,0.5,0.53,0.49,0.3,0.35,0.58,0.62
2026,5345444,Laura Juskaite,Tempo,F,https://a.espncdn.com/i/headshots/wnba/players/full/5345444.png,10,7,204,20.4,79,7.9,13.94,37,3.7,6.53,9,0.9,1.59,28,2.8,4.94,13,1.3,2.29,11,1.1,1.94,1,0.1,0.18,13,1.3,2.29,0.47,0.44,0.47,0.81,0.28,0.58,0.62,0.17,0.11,0.17,0.05,0.18,0.25,0.79,0.8,0.57,0.78,0.68,0.42,0.48,0.86,0.72,0.74,0.44,0.2,0.55,0.51,0.12,0.87,0.15,0.08,0.18,0.33,0.74,0.33,0.33,0.52,0.5,0.52,0.65,0.5,0.59,0.6,0.53,0.43,0.47,0.45,0.52
2026,5345478,Eliska Hamzova,Lynx,G,https://a.espncdn.com/i/headshots/wnba/players/full/5345478.png,3,0,12,4,6,2,18,7,2.33,21,2,0.67,6,5,1.67,15,2,0.67,6,0,0,0,0,0,0,4,1.33,12,0,0,0.5,0.75,4,0,0.54,0.35,0.19,0.42,0.22,0.43,1,0.48,0,0.52,0.02,1,1,1,0.01,0.17,0.79,1,0.22,0.55,0.49,0.2,0.92,0.15,0.03,0.11,0.33,0.83,0.42,0.31,0.54,0.48,0.5,0.54,0.55,0.55,0.54,0.51,0.57,0.42,0.57,0.52
2026,5345524,Noemie Brochant,Mercury,F,https://a.espncdn.com/i/headshots/wnba/players/full/5345524.png,11,5,216,19.64,50,4.55,8.33,27,2.45,4.5,6,0.55,1,21,1.91,3.5,6,0.55,1,7,0.64,1.17,6,0.55,1,7,0.64,1.17,0.38,0.32,0.56,1,0.06,0.47,0.49,0.12,0.05,0.12,0.03,0.12,0.05,0.2,0.35,0.12,0.35,0.31,0.13,0.15,0.42,1,0.83,0.05,0.2,0.55,0.51,0.12,0.87,0.15,0.08,0.18,0.33,0.74,0.33,0.33,0.52,0.5,0.52,0.65,0.5,0.59,0.6,0.53,0.43,0.47,0.45,0.52
2026,5346554,Teja Oblak,Fire,G,https://a.espncdn.com/i/headshots/wnba/players/full/5346554.png,5,0,74,14.8,32,6.4,15.57,6,1.2,2.92,3,0.6,1.46,3,0.6,1.46,17,3.4,8.27,3,0.6,1.46,0,0,0,14,2.8,6.81,0.54,0.83,0.25,0.33,0.12,0.65,0.63,0.24,0.41,0.36,0.06,0.06,0.64,0.86,0.94,0.97,0.31,0.99,0.94,0.1,1,0.01,0.09,0.15,0.22,0.55,0.49,0.2,0.92,0.15,0.03,0.11,0.33,0.83,0.42,0.31,0.54,0.48,0.5,0.54,0.55,0.55,0.54,0.51,0.57,0.42,0.57,0.52
2026,5349415,Alicia Florez Getino,Mystics,G,https://a.espncdn.com/i/headshots/wnba/players/full/5349415.png,3,0,67,22.33,22,7.33,11.82,6,2,3.22,3,1,1.61,3,1,1.61,13,4.33,6.99,3,1,1.61,0,0,0,1,0.33,0.54,0.32,0.08,0.48,0.62,0.32,0.34,0.39,0.2,0.33,0.03,0.06,0.05,0.44,0.05,0.05,0.9,0.66,0.01,0.94,0.08,0.02,0.05,0.75,0.55,0.22,0.55,0.49,0.2,0.92,0.15,0.03,0.11,0.33,0.83,0.42,0.31,0.54,0.48,0.5,0.54,0.55,0.55,0.54,0.51,0.57,0.42,0.57,0.52
2026,5355509,Tima Pouye,Tempo,G,https://a.espncdn.com/i/headshots/wnba/players/full/5355509.png,2,0,7,3.5,4,2,20.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,0,1,2,1,1.06,0.12,0,0,0,0,0.01,1,1,0,0.02,0,0.06,0,NA,1,0,1,0.22,0.55,0.49,0.2,0.92,0.15,0.03,0.11,0.33,0.83,0.42,0.31,0.54,0.48,0.5,0.54,0.55,0.55,0.54,0.51,0.57,0.42,0.57,0.52
