season,athlete_id,player,team,position,pos_group,headshot_url,games_played,games_started,minutes_total,mpg,pts_total,ppg,pts_per_40,reb_total,rpg,reb_per_40,oreb_total,oreb_pg,oreb_per_40,dreb_total,dreb_pg,dreb_per_40,ast_total,apg,ast_per_40,stl_total,spg,stl_per_40,blk_total,bpg,blk_per_40,tov_total,tovpg,tov_per_40,fg_pct,fg3_pct,threepar,ft_pct,fta_rate,efg_pct,ts_pct,usage,ast_pct,tov_pct,oreb_pct,dreb_pct,usage_pctile_pos,ts_pctile_pos,efg_pctile_pos,ast_pctile_pos,stl_pctile_pos,tov_pctile_pos,oreb_pctile_pos,dreb_pctile_pos,fg3_pctile_pos,ft_pctile_pos,threepar_pctile_pos,fta_rate_pctile_pos,usage_pos_avg,ts_pos_avg,efg_pos_avg,ast_pos_avg,stl_pos_avg,tov_pos_avg,oreb_pos_avg,dreb_pos_avg,fg3_pos_avg,ft_pos_avg,threepar_pos_avg,fta_rate_pos_avg,usage_pos_avg_pctile,ts_pos_avg_pctile,efg_pos_avg_pctile,ast_pos_avg_pctile,stl_pos_avg_pctile,tov_pos_avg_pctile,oreb_pos_avg_pctile,dreb_pos_avg_pctile,fg3_pos_avg_pctile,ft_pos_avg_pctile,threepar_pos_avg_pctile,fta_rate_pos_avg_pctile
2026,5315200,Trystan James,UNLV,F,Forward,https://a.espncdn.com/i/headshots/womens-college-basketball/players/full/5315200.png,26,1,258,9.92,62,2.38,9.61,61,2.35,9.46,25,0.96,3.88,36,1.38,5.58,9,0.35,1.4,7,0.27,1.09,1,0.04,0.16,17,0.65,2.64,0.4,0.25,0.28,0.48,0.44,0.44,0.46,0.17,0.07,0.2,0.12,0.16,0.26,0.23,0.34,0.35,0.16,0.58,0.85,0.27,0.28,0.07,0.81,0.9,0.2,0.5,0.47,0.09,0.71,0.19,0.09,0.2,0.28,0.69,0.18,0.28,0.51,0.42,0.45,0.54,0.64,0.51,0.6,0.53,0.48,0.38,0.55,0.53
2026,5315286,Aitana Rosello Lopez,Utah State,G,Guard,https://a.espncdn.com/i/headshots/womens-college-basketball/players/full/5315286.png,30,10,572,19.07,106,3.53,7.41,31,1.03,2.17,12,0.4,0.84,19,0.63,1.33,27,0.9,1.89,15,0.5,1.05,7,0.23,0.49,38,1.27,2.66,0.34,0.09,0.24,0.68,0.17,0.35,0.38,0.16,0.1,0.21,0.03,0.04,0.16,0.07,0.06,0.25,0.18,0.8,0.47,0.01,0.01,0.26,0.13,0.32,0.22,0.48,0.45,0.15,0.94,0.17,0.04,0.13,0.31,0.74,0.42,0.25,0.51,0.47,0.48,0.55,0.57,0.52,0.64,0.52,0.48,0.42,0.6,0.57
2026,5315287,Paloma Munoz Herreros,Utah State,G,Guard,https://a.espncdn.com/i/headshots/womens-college-basketball/players/full/5315287.png,30,2,298,9.93,81,2.7,10.87,29,0.97,3.89,4,0.13,0.54,25,0.83,3.36,3,0.1,0.4,8,0.27,1.07,1,0.03,0.13,18,0.6,2.42,0.35,0.3,0.54,0.67,0.22,0.43,0.46,0.18,0.02,0.17,0.02,0.1,0.32,0.33,0.41,0.01,0.04,0.47,0.27,0.34,0.4,0.24,0.75,0.44,0.22,0.48,0.45,0.15,0.94,0.17,0.04,0.13,0.31,0.74,0.42,0.25,0.51,0.47,0.48,0.55,0.57,0.52,0.64,0.52,0.48,0.42,0.6,0.57
2026,5315288,Bella Cosme,Utah State,G,Guard,https://a.espncdn.com/i/headshots/womens-college-basketball/players/full/5315288.png,24,0,266,11.08,39,1.62,5.86,22,0.92,3.31,0,0,0,22,0.92,3.31,23,0.96,3.46,6,0.25,0.9,0,0,0,15,0.62,2.26,0.24,0.25,0.76,NA,0,0.34,0.34,0.14,0.18,0.21,0,0.1,0.05,0.02,0.03,0.66,0.04,0.78,0.01,0.31,0.17,NA,0.96,0,0.22,0.48,0.45,0.15,0.94,0.17,0.04,0.13,0.31,0.74,0.42,0.25,0.51,0.47,0.48,0.55,0.57,0.52,0.64,0.52,0.48,0.42,0.6,0.57
2026,5315289,Andjela Marojevic,Utah State,F,Forward,https://a.espncdn.com/i/headshots/womens-college-basketball/players/full/5315289.png,17,0,116,6.82,45,2.65,15.52,20,1.18,6.9,7,0.41,2.41,13,0.76,4.48,4,0.24,1.38,5,0.29,1.72,0,0,0,8,0.47,2.76,0.45,0.25,0.29,1,0.1,0.49,0.51,0.23,0.09,0.15,0.07,0.14,0.68,0.53,0.63,0.54,0.2,0.37,0.31,0.17,0.29,1,0.84,0.02,0.2,0.5,0.47,0.09,0.71,0.19,0.09,0.2,0.28,0.69,0.18,0.28,0.51,0.42,0.45,0.54,0.64,0.51,0.6,0.53,0.48,0.38,0.55,0.53
2026,5315291,Macie Brown,Utah State,F,Forward,https://a.espncdn.com/i/headshots/womens-college-basketball/players/full/5315291.png,28,6,411,14.68,56,2,5.45,81,2.89,7.88,20,0.71,1.95,61,2.18,5.94,16,0.57,1.56,18,0.64,1.75,2,0.07,0.19,16,0.57,1.56,0.35,0.08,0.33,0.31,0.18,0.36,0.36,0.12,0.08,0.17,0.06,0.18,0.04,0.03,0.07,0.52,0.61,0.43,0.17,0.37,0.08,0.02,0.87,0.2,0.2,0.5,0.47,0.09,0.71,0.19,0.09,0.2,0.28,0.69,0.18,0.28,0.51,0.42,0.45,0.54,0.64,0.51,0.6,0.53,0.48,0.38,0.55,0.53
2026,5315301,Liv Blomkvist,Wyoming,F,Forward,https://a.espncdn.com/i/headshots/womens-college-basketball/players/full/5315301.png,7,0,49,7,9,1.29,7.35,6,0.86,4.9,1,0.14,0.82,5,0.71,4.08,1,0.14,0.82,2,0.29,1.63,5,0.71,4.08,2,0.29,1.63,0.57,0,0.14,0.5,0.29,0.57,0.57,0.11,0.05,0.2,0.03,0.13,0.01,0.87,0.95,0.22,0.19,0.58,0.05,0.07,0.04,0.08,0.52,0.52,0.2,0.5,0.47,0.09,0.71,0.19,0.09,0.2,0.28,0.69,0.18,0.28,0.51,0.42,0.45,0.54,0.64,0.51,0.6,0.53,0.48,0.38,0.55,0.53
2026,5315302,Katie Harrington,Wyoming,G,Guard,https://a.espncdn.com/i/headshots/womens-college-basketball/players/full/5315302.png,10,0,49,4.9,2,0.2,1.63,3,0.3,2.45,0,0,0,3,0.3,2.45,2,0.2,1.63,0,0,0,0,0,0,3,0.3,2.45,0.5,0,0.5,NA,0,0.5,0.5,0.06,0.08,0.6,0,0.08,0,0.61,0.82,0.1,0,1,0.01,0.13,0,NA,0.72,0.01,0.22,0.48,0.45,0.15,0.94,0.17,0.04,0.13,0.31,0.74,0.42,0.25,0.51,0.47,0.48,0.55,0.57,0.52,0.64,0.52,0.48,0.42,0.6,0.57
2026,5315303,Jane Rumpf,Wyoming,F,Forward,https://a.espncdn.com/i/headshots/womens-college-basketball/players/full/5315303.png,30,18,687,22.9,221,7.37,12.87,137,4.57,7.98,5,0.17,0.29,132,4.4,7.69,31,1.03,1.8,18,0.6,1.05,38,1.27,2.21,56,1.87,3.26,0.34,0.33,0.76,0.73,0.14,0.47,0.49,0.23,0.11,0.2,0.01,0.24,0.71,0.37,0.44,0.65,0.55,0.57,0.04,0.8,0.71,0.62,0.99,0.12,0.2,0.5,0.47,0.09,0.71,0.19,0.09,0.2,0.28,0.69,0.18,0.28,0.51,0.42,0.45,0.54,0.64,0.51,0.6,0.53,0.48,0.38,0.55,0.53
2026,5315304,Peyton Wohlford,Wyoming,F,Forward,https://a.espncdn.com/i/headshots/womens-college-basketball/players/full/5315304.png,16,0,140,8.75,22,1.38,6.29,16,1,4.57,1,0.06,0.29,15,0.94,4.29,7,0.44,2,2,0.12,0.57,1,0.06,0.29,9,0.56,2.57,0.23,0.2,0.86,NA,0,0.31,0.31,0.18,0.11,0.2,0.01,0.13,0.29,0.02,0.02,0.58,0.03,0.59,0.01,0.15,0.17,NA,1,0.01,0.2,0.5,0.47,0.09,0.71,0.19,0.09,0.2,0.28,0.69,0.18,0.28,0.51,0.42,0.45,0.54,0.64,0.51,0.6,0.53,0.48,0.38,0.55,0.53
2026,5325160,Katarina Anderson,San José St,G,Guard,https://a.espncdn.com/i/headshots/womens-college-basketball/players/full/5325160.png,25,8,577,23.08,138,5.52,9.57,57,2.28,3.95,13,0.52,0.9,44,1.76,3.05,61,2.44,4.23,24,0.96,1.66,7,0.28,0.49,65,2.6,4.51,0.35,0.26,0.22,0.63,0.36,0.38,0.42,0.19,0.27,0.29,0.03,0.08,0.4,0.11,0.13,0.98,0.57,0.98,0.48,0.18,0.19,0.12,0.1,0.82,0.22,0.48,0.45,0.15,0.94,0.17,0.04,0.13,0.31,0.74,0.42,0.25,0.51,0.47,0.48,0.55,0.57,0.52,0.64,0.52,0.48,0.42,0.6,0.57
